type,brand,ddr_gen,channel,capacity,clock_rate,remark,price,original_info
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6400,None,3499,"十銓 T-Force Vulcan 火神散熱片系列 32GB(雙通16GB*2)DDR5-6400/CL40 紅色, $3199↗$3499 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6000,None,3399,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6000/CL38 黑色, $3399 ◆ ★ 熱賣"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6000,None,3399,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6000/CL38 白色, $3399 ◆ ★ 熱賣"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6000,None,3499,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6000/CL30 白色, $3499 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6400,None,3599,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6400/CL40 黑色, $3599 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6400,None,3599,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-6400/CL40 白色, $3599 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),7200,None,3999,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-7200/CL34 黑色, $3999 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),7200,None,3999,"十銓T-Force Delta 炫光RGB系列 32GB(雙通16GB*2) DDR5-7200/CL34 白色, $3999 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,64GB (32GB*2),6000,None,6199,"十銓T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR5-6000/CL38 黑色, $6199 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,64GB (32GB*2),6000,None,6199,"十銓T-Force Delta 炫光RGB系列 64GB(雙通32GB*2) DDR5-6000/CL38 白色, $6199 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6400,None,3699,"十銓T-CREATE EXPERT 引領者32GB(雙通16GB*2) DDR5-6400/CL32 黑色, $3699 ◆ ★"
桌上型記憶體,十銓,DDR5,雙通道,32GB (16GB*2),6400,None,3699,"十銓T-CREATE EXPERT 引領者32GB(雙通16GB*2) DDR5-6400/CL32 白色, $3699 ◆ ★"
桌上型記憶體,美光,DDR5,雙通道,64GB (32GB*2),4800,None,5399,"美光Micron Crucial 64GB(雙通32GB*2) DDR5 4800/CL40, $5399 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),5600,None,4100,"芝奇G.SKILL幻鋒戟RGB 32GB(雙通16G*2) D5-5600銀(F5-5600J3636C16GX2-TZ5RS), $4100 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),5600,None,4100,"芝奇G.SKILL幻鋒戟RGB 32GB(雙通16G*2) D5-5600黑(F5-5600J3636C16GX2-TZ5RK), $4100 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),6000,None,4200,"芝奇G.SKILL 幻鋒戟RGB 32GB(雙通16G*2) D5-6000黑( F5-6000J3636F16GX2-TZ5RK), $4200 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),6000,None,4200,"芝奇G.SKILL 幻鋒戟RGB 32GB(雙通16G*2) D5-6000白( F5-6000J3636F16GX2-TZ5RW), $4200 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),6400,None,4350,"芝奇G.SKILL 幻鋒戟RGB 32GB(雙通16G*2) D5-6400黑( F5-6400J3239G16GX2-TZ5RK), $4350 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),6400,None,4350,"芝奇G.SKILL 幻鋒戟RGB 32GB(雙通16G*2) D5-6400白( F5-6400J3239G16GX2-TZ5RW), $4350 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),7200,None,4800,"芝奇G.SKILL幻鋒戟RGB 32GB(雙通16G*2) D5-7200銀(F5-7200J3445G16GX2-TZ5RS), $4800 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32GB (16G*2),7200,None,4800,"芝奇G.SKILL幻鋒戟RGB 32GB(雙通16G*2) D5-7200黑(F5-7200J3445G16GX2-TZ5RK), $4800 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,48GB (24G*2),8000,None,9490,"芝奇G.SKILL幻鋒戟RGB 48GB(雙通24G*2)D5-8000黑(F5-8000J4048F24GX2-TZ5RK, $9490 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,48GB (24G*2),8000,None,9490,"芝奇G.SKILL幻鋒戟RGB 48GB(雙通24G*2)D5-8000白F5-8000J4048F24GX2-TZ5RW, $9490 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,64GB (32G*2),5600,None,7400,"芝奇G.SKILL 幻鋒戟RGB 64GB(雙通32G*2) D5-5600黑( F5-5600J3636D32GX2-TZ5RK), $7400 ◆ ★"
桌上型記憶體,芝奇,DDR5,雙通道,32G (32G*2),6000,None,6980,"芝奇G.SKILL幻鋒戟RGB(雙通32G*2) D5-6000黑(F5-6000J3040G32GX2-TZ5RK)~限量~, $6980 ◆ ★ 熱賣"
桌上型記憶體,芝奇,DDR5,雙通道,32G (32G*2),6000,None,6980,"芝奇G.SKILL幻鋒戟RGB(雙通32G*2) D5-6000白(F5-6000J3040G32GX2-TZ5RW)~限量~, $6980 ◆ ★ 熱賣"
